"approach","seed","train_prop","model","strategy","over_ratio","threshold","n_train","n_test","train_yes_rate","test_yes_rate","accuracy","precision","recall","f1","roc_auc","pr_auc","predicted_positive","false_positives","false_negatives","true_positives","true_negatives","rank"
"no_tariff",74,0.25,"xgboost","smote_30",0.3,0.47,13821,41463,0.0182331235077057,0.0161348672310253,0.955671321419096,0.0357426528991263,0.0672645739910314,0.0466804979253112,0.600265484981122,0.0241566629184678,1259,1214,624,45,39580,2
"no_tariff",74,0.25,"xgboost","smote_10",0.111,0.5,13821,41463,0.0182331235077057,0.0161348672310253,0.780286038154499,0.0266905910059437,0.35575485799701,0.0496557479657834,0.562345733160882,0.0280908175926815,8917,8679,431,238,32115,3
"no_tariff",74,0.25,"xgboost","smote_20",0.25,0.5,13821,41463,0.0182331235077057,0.0161348672310253,0.0459928128693052,0.0159334777304753,0.956651718983557,0.0313448917621706,0.541386988458472,0.0311341443880027,40167,39527,29,640,1267,4
"full",75,0.25,"xgboost","none",NA,0.07,13821,41463,0.0169307575428695,0.016568989219304,0.948870076936064,0.0935904707884288,0.240174672489083,0.13469387755102,0.810768096739841,0.0737257738313488,1763,1598,522,165,39178,1
"full",75,0.25,"xgboost","smote_10",0.111,0.5,13821,41463,0.0169307575428695,0.016568989219304,0.236572365723657,0.0189816396905775,0.889374090247453,0.0371699720160604,0.612474758248923,0.0245100948178085,32189,31578,76,611,9198,2
"full",75,0.25,"xgboost","smote_20",0.25,0.45,13821,41463,0.0169307575428695,0.016568989219304,0.352362347152883,0.0203475582930048,0.807860262008734,0.0396953116618389,0.541462547966824,0.0194165734042612,27276,26721,132,555,14055,3
"full",75,0.25,"xgboost","smote_30",0.3,0.15,13821,41463,0.0169307575428695,0.016568989219304,0.960326073848974,0.0141987829614604,0.0203784570596798,0.0167364016736402,0.515822269228781,0.0161804219558052,986,972,673,14,39804,4
"no_tariff",75,0.25,"xgboost","none",NA,0.07,13821,41463,0.0169307575428695,0.016568989219304,0.950944215324506,0.0915706488781079,0.219796215429403,0.129280821917808,0.802573576973526,0.0711394823685171,1649,1498,536,151,39278,1
"no_tariff",75,0.25,"xgboost","smote_20",0.25,0.22,13821,41463,0.0169307575428695,0.016568989219304,0.785085497913803,0.026594519917108,0.336244541484716,0.0492905153099328,0.558219397402188,0.0337577195907432,8686,8455,456,231,32321,2
"no_tariff",75,0.25,"xgboost","smote_30",0.3,0.37,13821,41463,0.0169307575428695,0.016568989219304,0.965004944167089,0.0755555555555556,0.098981077147016,0.0856962822936358,0.5549083943262,0.0393260302322182,900,832,619,68,39944,3
"no_tariff",75,0.25,"xgboost","smote_10",0.111,0.43,13821,41463,0.0169307575428695,0.016568989219304,0.193304874225213,0.0160999675046527,0.79330422125182,0.0315594417742776,0.426062820153648,0.0161590196814773,33851,33306,142,545,7470,4
"full",76,0.25,"xgboost","none",NA,0.09,13821,41463,0.0167136965487302,0.0166413428840171,0.95574367508381,0.105987611837577,0.223188405797101,0.143723751749883,0.807409386077814,0.074507803975933,1453,1299,536,154,39474,1
"full",76,0.25,"xgboost","smote_20",0.25,0.5,13821,41463,0.0167136965487302,0.0166413428840171,0.673443793261462,0.0240740740740741,0.471014492753623,0.0458069062720226,0.618437588529209,0.0386347919452223,13500,13175,365,325,27598,2
"full",76,0.25,"xgboost","smote_10",0.111,0.4,13821,41463,0.0167136965487302,0.0166413428840171,0.960711960060777,0.0583254938852305,0.0898550724637681,0.0707358813462635,0.581025113592861,0.0264679148539076,1063,1001,628,62,39772,3
"full",76,0.25,"xgboost","smote_30",0.3,0.37,13821,41463,0.0167136965487302,0.0166413428840171,0.33347804066276,0.0187870562183013,0.76231884057971,0.036670384829894,0.53101635175594,0.0185486159975965,27998,27472,164,526,13301,4
"no_tariff",76,0.25,"xgboost","none",NA,0.09,13821,41463,0.0167136965487302,0.0166413428840171,0.955816028748523,0.102367688022284,0.21304347826087,0.138287864534337,0.793562218106114,0.0699966579311637,1436,1289,543,147,39484,1
"no_tariff",76,0.25,"xgboost","smote_10",0.111,0.5,13821,41463,0.0167136965487302,0.0166413428840171,0.628777464245231,0.0244533574847975,0.547826086956522,0.0468169432747089,0.58837172724064,0.0632246331741977,15458,15080,312,378,25693,2
"no_tariff",76,0.25,"xgboost","smote_30",0.3,0.2,13821,41463,0.0167136965487302,0.0166413428840171,0.973711501820901,0.0833333333333333,0.0579710144927536,0.0683760683760684,0.554727481990249,0.0358235831610323,480,440,650,40,40333,3
"no_tariff",76,0.25,"xgboost","smote_20",0.25,0.32,13821,41463,0.0167136965487302,0.0166413428840171,0.969876757591105,0.0745814307458143,0.0710144927536232,0.07275426874536,0.523615514245183,0.0339175574115097,657,608,641,49,40165,4
"full",77,0.25,"xgboost","none",NA,0.1,13821,41463,0.0157730989074597,0.0169548754311073,0.962520801678605,0.111415525114155,0.173541963015647,0.135706340378198,0.804430385268798,0.0728656670152808,1095,973,581,122,39787,1
"full",77,0.25,"xgboost","smote_10",0.111,0.41,13821,41463,0.0157730989074597,0.0169548754311073,0.902250198972578,0.0433478735005453,0.226173541963016,0.0727522306108442,0.630083533768777,0.0267915637075508,3668,3509,544,159,37251,2
"full",77,0.25,"xgboost","smote_30",0.3,0.28,13821,41463,0.0157730989074597,0.0169548754311073,0.839495453778067,0.0232297340595963,0.206258890469417,0.0417566594672426,0.56220154545848,0.0198402085337667,6242,6097,558,145,34663,3
"full",77,0.25,"xgboost","smote_20",0.25,0.32,13821,41463,0.0157730989074597,0.0169548754311073,0.394713358898295,0.0176000632811264,0.633001422475107,0.0342478931773579,0.490288169865025,0.0157161767586361,25284,24839,258,445,15921,4
"no_tariff",77,0.25,"xgboost","none",NA,0.1,13821,41463,0.0157730989074597,0.0169548754311073,0.966910257337868,0.122886133032694,0.155049786628734,0.137106918238994,0.790252573088558,0.0711939126799212,887,778,594,109,39982,1
"no_tariff",77,0.25,"xgboost","smote_10",0.111,0.37,13821,41463,0.0157730989074597,0.0169548754311073,0.0234908231435256,0.0169726107226107,0.994310099573257,0.0333755103015255,0.553770885187134,0.0240085017522372,41184,40485,4,699,275,2
"no_tariff",77,0.25,"xgboost","smote_20",0.25,0.39,13821,41463,0.0157730989074597,0.0169548754311073,0.860719195427248,0.0247376311844078,0.187766714082504,0.0437158469945355,0.486338690066545,0.0176888497200788,5336,5204,571,132,35556,3
"no_tariff",77,0.25,"xgboost","smote_30",0.3,0.42,13821,41463,0.0157730989074597,0.0169548754311073,0.878494079058438,0.0266433719152653,0.173541963015647,0.0461946232487694,0.476078948764373,0.019551721872001,4579,4457,581,122,36303,4
"full",78,0.25,"xgboost","none",NA,0.11,13821,41463,0.0164242818898777,0.0167378144369679,0.965318476714179,0.121951219512195,0.172910662824208,0.143027413587604,0.804629273117684,0.0793452655334682,984,864,574,120,39905,1
"full",78,0.25,"xgboost","smote_20",0.25,0.44,13821,41463,0.0164242818898777,0.0167378144369679,0.975351518221065,0.101941747572816,0.0605187319884726,0.0759493670886076,0.648522871852045,0.0309454381342329,412,370,652,42,40399,2
"full",78,0.25,"xgboost","smote_30",0.3,0.13,13821,41463,0.0164242818898777,0.0167378144369679,0.970696765791187,0.0923317683881064,0.085014409221902,0.0885221305326332,0.611773418281379,0.0334766699164716,639,580,635,59,40189,3
"full",78,0.25,"xgboost","smote_10",0.111,0.16,13821,41463,0.0164242818898777,0.0167378144369679,0.943202373200203,0.048886474741988,0.129682997118156,0.0710059171597633,0.603874906931532,0.0260991684245987,1841,1751,604,90,39018,4
"no_tariff",78,0.25,"xgboost","none",NA,0.08,13821,41463,0.0164242818898777,0.0167378144369679,0.950654800665654,0.103751465416178,0.255043227665706,0.1475,0.788138137957705,0.0730168097246365,1706,1529,517,177,39240,1
"no_tariff",78,0.25,"xgboost","smote_30",0.3,0.32,13821,41463,0.0164242818898777,0.0167378144369679,0.887900055471143,0.030180608365019,0.18299711815562,0.0518155854753162,0.624616760785428,0.0266793702067285,4208,4081,567,127,36688,2
"no_tariff",78,0.25,"xgboost","smote_20",0.25,0.45,13821,41463,0.0164242818898777,0.0167378144369679,0.682150350915274,0.0262578735675799,0.498559077809798,0.0498882560738231,0.613138316442757,0.0356967671760862,13177,12831,348,346,27938,3
"no_tariff",78,0.25,"xgboost","smote_10",0.111,0.11,13821,41463,0.0164242818898777,0.0167378144369679,0.87878349371729,0.0256241787122208,0.168587896253602,0.0444866920152091,0.605981472332732,0.0350965335240905,4566,4449,577,117,36320,4
"full",79,0.25,"xgboost","none",NA,0.1,13821,41463,0.0173648795311483,0.0164242818898777,0.9545860164484,0.105124835742444,0.234948604992658,0.145256468452111,0.800396719176804,0.0723570608024443,1522,1362,521,160,39420,1
"full",79,0.25,"xgboost","smote_10",0.111,0.01,13821,41463,0.0173648795311483,0.0164242818898777,0.0164242818898777,0.0164242818898777,1,0.0323177676537585,0.664555174675764,0.0286285726946663,41463,40782,0,681,0,2
"full",79,0.25,"xgboost","smote_30",0.3,0.5,13821,41463,0.0173648795311483,0.0164242818898777,0.0670718471890601,0.017030578785491,0.983847283406755,0.0334815851281795,0.664031852035727,0.0298526298920536,39341,38671,11,670,2111,3
"full",79,0.25,"xgboost","smote_20",0.25,0.5,13821,41463,0.0173648795311483,0.0164242818898777,0.910763813520488,0.0287230721198876,0.135095447870778,0.0473738414006179,0.648559123612091,0.0262152859570166,3203,3111,589,92,37671,4
"no_tariff",79,0.25,"xgboost","none",NA,0.09,13821,41463,0.0173648795311483,0.0164242818898777,0.946410052335817,0.0955380577427822,0.267254038179148,0.140757927300851,0.781815200783565,0.0676078550841479,1905,1723,499,182,39059,1
"no_tariff",79,0.25,"xgboost","smote_30",0.3,0.48,13821,41463,0.0173648795311483,0.0164242818898777,0.174324096182138,0.0175695882217621,0.897209985315712,0.0344642806780043,0.59196554640191,0.0246359747646959,34776,34165,70,611,6617,2
"no_tariff",79,0.25,"xgboost","smote_20",0.25,0.47,13821,41463,0.0173648795311483,0.0164242818898777,0.0909003207679136,0.016612250228549,0.933920704845815,0.0326438433506133,0.586200607780159,0.0250751309992081,38285,37649,45,636,3133,3
"no_tariff",79,0.25,"xgboost","smote_10",0.111,0.29,13821,41463,0.0173648795311483,0.0164242818898777,0.95721486626631,0.0356839422259983,0.0616740088105727,0.0452099031216362,0.56300872638882,0.0240303821335908,1177,1135,639,42,39647,4
"full",80,0.25,"xgboost","none",NA,0.11,13821,41463,0.0157007452427465,0.016978993319345,0.963823167643441,0.107495069033531,0.154829545454545,0.126891734575087,0.796189638261711,0.0717889331013909,1014,905,595,109,39854,1
"full",80,0.25,"xgboost","smote_10",0.111,0.46,13821,41463,0.0157007452427465,0.016978993319345,0.912042061597087,0.0411599625818522,0.1875,0.0675019176681156,0.647831474476357,0.0307301446818091,3207,3075,572,132,37684,2
"full",80,0.25,"xgboost","smote_20",0.25,0.21,13821,41463,0.0157007452427465,0.016978993319345,0.964353761184671,0.0478971962616822,0.0582386363636364,0.0525641025641026,0.642168632164898,0.0279862728363752,856,815,663,41,39944,3
"full",80,0.25,"xgboost","smote_30",0.3,0.48,13821,41463,0.0157007452427465,0.016978993319345,0.949111255818441,0.0423177083333333,0.0923295454545455,0.0580357142857143,0.633706666012414,0.0270483938742819,1536,1471,639,65,39288,4
"no_tariff",80,0.25,"xgboost","none",NA,0.11,13821,41463,0.0157007452427465,0.016978993319345,0.969466753491064,0.112947658402204,0.116477272727273,0.114685314685315,0.784388319701839,0.069326240875935,726,644,622,82,40115,1
"no_tariff",80,0.25,"xgboost","smote_20",0.25,0.39,13821,41463,0.0157007452427465,0.016978993319345,0.640836408364084,0.0268143009605123,0.571022727272727,0.0512232415902141,0.610067906781324,0.0257640084844205,14992,14590,302,402,26169,2
"no_tariff",80,0.25,"xgboost","smote_10",0.111,0.48,13821,41463,0.0157007452427465,0.016978993319345,0.458312230181125,0.022140221402214,0.715909090909091,0.0429521049940344,0.596878213177681,0.0360611575583264,22764,22260,200,504,18499,3
"no_tariff",80,0.25,"xgboost","smote_30",0.3,0.49,13821,41463,0.0157007452427465,0.016978993319345,0.0710512987482816,0.0171370195377346,0.953125,0.0336686821044181,0.590533511561306,0.0254787718073604,39155,38484,33,671,2275,4
"full",81,0.25,"xgboost","none",NA,0.13,13821,41463,0.0168584038781564,0.0165931071075417,0.965969659696597,0.110871905274489,0.149709302325581,0.127396413110699,0.785620107510017,0.069304628327662,929,826,585,103,39949,1
"full",81,0.25,"xgboost","smote_20",0.25,0.26,13821,41463,0.0168584038781564,0.0165931071075417,0.799363287750525,0.0316680986866331,0.375,0.0584040747028862,0.627707356023555,0.0254206082099547,8147,7889,430,258,32886,2
"full",81,0.25,"xgboost","smote_30",0.3,0.5,13821,41463,0.0168584038781564,0.0165931071075417,0.379446735643827,0.0210022953328233,0.79796511627907,0.0409273892947667,0.573836835013474,0.0192212085096299,26140,25591,139,549,15184,3
"full",81,0.25,"xgboost","smote_10",0.111,0.46,13821,41463,0.0168584038781564,0.0165931071075417,0.72119721197212,0.022990522990523,0.380813953488372,0.0433631247931149,0.564510448005932,0.0182324858739517,11396,11134,426,262,29641,4
"no_tariff",81,0.25,"xgboost","none",NA,0.11,13821,41463,0.0168584038781564,0.0165931071075417,0.952921882159998,0.0917312661498708,0.206395348837209,0.12701252236136,0.781640882323585,0.0645019182754636,1548,1406,546,142,39369,1
"no_tariff",81,0.25,"xgboost","smote_30",0.3,0.12,13821,41463,0.0168584038781564,0.0165931071075417,0.933048742252128,0.037643932683791,0.123546511627907,0.0577053632043449,0.604802874538377,0.0241850567272916,2258,2173,603,85,38602,2
"no_tariff",81,0.25,"xgboost","smote_20",0.25,0.06,13821,41463,0.0168584038781564,0.0165931071075417,0.864867472204134,0.0311009349360809,0.236918604651163,0.0549839770618991,0.592005653543981,0.0242120059227733,5241,5078,525,163,35697,3
"no_tariff",81,0.25,"xgboost","smote_10",0.111,0.04,13821,41463,0.0168584038781564,0.0165931071075417,0.818006415358271,0.0222903315686821,0.232558139534884,0.0406814136791253,0.56381195371651,0.02396041082435,7178,7018,528,160,33757,4
"full",82,0.25,"xgboost","none",NA,0.1,13821,41463,0.0154113305838941,0.0170754648722958,0.970117936473482,0.116883116883117,0.114406779661017,0.115631691648822,0.804271511519504,0.0766173688146175,693,612,627,81,40143,1
"full",82,0.25,"xgboost","smote_10",0.111,0.01,13821,41463,0.0154113305838941,0.0170754648722958,0.0170754648722958,0.0170754648722958,1,0.0335775770078964,0.604033022186457,0.0250069169201362,41463,40755,0,708,0,2
"full",82,0.25,"xgboost","smote_20",0.25,0.5,13821,41463,0.0154113305838941,0.0170754648722958,0.761811735764417,0.0242839352428394,0.330508474576271,0.0452436194895592,0.564437866623415,0.0197831048801705,9636,9402,474,234,31353,3
"full",82,0.25,"xgboost","smote_30",0.3,0.44,13821,41463,0.0154113305838941,0.0170754648722958,0.849118491184912,0.0245114844017827,0.201977401129944,0.0437175175787221,0.523572391034479,0.0258453003471056,5834,5691,565,143,35064,4
"no_tariff",82,0.25,"xgboost","none",NA,0.09,13821,41463,0.0154113305838941,0.0170754648722958,0.962617273231556,0.0990476190476191,0.146892655367232,0.118316268486917,0.791269571443523,0.0705680787878298,1050,946,604,104,39809,1
"no_tariff",82,0.25,"xgboost","smote_20",0.25,0.28,13821,41463,0.0154113305838941,0.0170754648722958,0.891059498830282,0.0335537594905707,0.193502824858757,0.0571905656439157,0.571784249549638,0.0435050648293834,4083,3946,571,137,36809,2
"no_tariff",82,0.25,"xgboost","smote_30",0.3,0.46,13821,41463,0.0154113305838941,0.0170754648722958,0.84366784844319,0.0256325994084785,0.220338983050847,0.0459228731233441,0.564882389391756,0.021093627232349,6086,5930,552,156,34825,3
"no_tariff",82,0.25,"xgboost","smote_10",0.111,0.26,13821,41463,0.0154113305838941,0.0170754648722958,0.677785013144249,0.0238597019418937,0.44774011299435,0.0453051307703301,0.531718162895683,0.0198032197147781,13286,12969,391,317,27786,4
"full",83,0.25,"xgboost","none",NA,0.08,13821,41463,0.0159178062368859,0.0169066396546318,0.952101873959916,0.107513744654856,0.251069900142653,0.150556030795552,0.807084158758532,0.0776073627508494,1637,1461,525,176,39301,1
"full",83,0.25,"xgboost","smote_30",0.3,0.15,13821,41463,0.0159178062368859,0.0169066396546318,0.957890167136966,0.0612930310663308,0.10413694721826,0.0771670190274841,0.587049709454296,0.0282112661736183,1191,1118,628,73,39644,2
"full",83,0.25,"xgboost","smote_10",0.111,0.05,13821,41463,0.0159178062368859,0.0169066396546318,0.878542314834913,0.0391239634275994,0.262482168330956,0.0680977054034049,0.578790307131317,0.0253754117846004,4703,4519,517,184,36243,3
"full",83,0.25,"xgboost","smote_20",0.25,0.2,13821,41463,0.0159178062368859,0.0169066396546318,0.933579335793358,0.0386516853932584,0.122681883024251,0.0587833219412167,0.544141941940415,0.0224033108274231,2225,2139,615,86,38623,4
"no_tariff",83,0.25,"xgboost","none",NA,0.07,13821,41463,0.0159178062368859,0.0169066396546318,0.953138943154137,0.102941176470588,0.229671897289586,0.142163355408389,0.790949442366849,0.0722265616030659,1564,1403,540,161,39359,1
"no_tariff",83,0.25,"xgboost","smote_20",0.25,0.5,13821,41463,0.0159178062368859,0.0169066396546318,0.636760485251911,0.0218433670751199,0.467902995720399,0.0417382452121906,0.565115452904621,0.0543405108669942,15016,14688,373,328,26074,2
"no_tariff",83,0.25,"xgboost","smote_10",0.111,0.27,13821,41463,0.0159178062368859,0.0169066396546318,0.961411378819671,0.038974358974359,0.0542082738944365,0.045346062052506,0.549259537340063,0.0221380190516722,975,937,663,38,39825,3
"no_tariff",83,0.25,"xgboost","smote_30",0.3,0.43,13821,41463,0.0159178062368859,0.0169066396546318,0.93208402672262,0.0289532293986637,0.0927246790299572,0.0441276306856755,0.489135989359898,0.0312297172183469,2245,2180,636,65,38582,4
"full",84,0.25,"xgboost","none",NA,0.09,13821,41463,0.017220172201722,0.0164725176663531,0.96225550490799,0.113835376532399,0.190336749633968,0.142465753424658,0.813333733054629,0.0755147943401877,1142,1012,553,130,39768,1
"full",84,0.25,"xgboost","smote_10",0.111,0.23,13821,41463,0.017220172201722,0.0164725176663531,0.87436992016979,0.0289342214820982,0.203513909224012,0.0506652086750501,0.589075239994342,0.0233910332662584,4804,4665,544,139,36115,2
"full",84,0.25,"xgboost","smote_20",0.25,0.16,13821,41463,0.017220172201722,0.0164725176663531,0.733786749632202,0.0203798054654933,0.322108345534407,0.0383342045652553,0.562963482228319,0.0188690293030585,10795,10575,463,220,30205,3
"full",84,0.25,"xgboost","smote_30",0.3,0.25,13821,41463,0.017220172201722,0.0164725176663531,0.170151701517015,0.0164042559293355,0.837481698389458,0.0321782178217822,0.43581426818331,0.01314579566379,34869,34297,111,572,6483,4
"no_tariff",84,0.25,"xgboost","none",NA,0.09,13821,41463,0.017220172201722,0.0164725176663531,0.963823167643441,0.109090909090909,0.166910688140556,0.131944444444444,0.800130795031297,0.0736121841749617,1045,931,569,114,39849,1
"no_tariff",84,0.25,"xgboost","smote_20",0.25,0.39,13821,41463,0.017220172201722,0.0164725176663531,0.680341509297446,0.0227773137954597,0.439238653001464,0.043308791684712,0.568311735218869,0.0196983727573539,13171,12871,383,300,27909,2
"no_tariff",84,0.25,"xgboost","smote_10",0.111,0.46,13821,41463,0.017220172201722,0.0164725176663531,0.701734076164291,0.0222440300948642,0.398243045387994,0.0421346138951282,0.532257562451665,0.0291547622770612,12228,11956,411,272,28824,3
"no_tariff",84,0.25,"xgboost","smote_30",0.3,0.07,13821,41463,0.017220172201722,0.0164725176663531,0.770590647082941,0.0230145867098865,0.31185944363104,0.0428657677601127,0.5318292921989,0.018837058916494,9255,9042,470,213,31738,4
"full",85,0.25,"xgboost","none",NA,0.09,13821,41463,0.0177266478547138,0.0163036924486892,0.958541350119384,0.103422053231939,0.201183431952663,0.136614766449021,0.803662641667209,0.0736351112664839,1315,1179,540,136,39608,1
"full",85,0.25,"xgboost","smote_10",0.111,0.5,13821,41463,0.0177266478547138,0.0163036924486892,0.801172129368352,0.0361608237313067,0.436390532544379,0.066787412270772,0.693054246458329,0.0336857772323204,8158,7863,381,295,32924,2
"full",85,0.25,"xgboost","smote_30",0.3,0.5,13821,41463,0.0177266478547138,0.0163036924486892,0.919446253286062,0.0539182853315472,0.238165680473373,0.0879300928454397,0.624629588149026,0.0322681479325109,2986,2825,515,161,37962,3
"full",85,0.25,"xgboost","smote_20",0.25,0.27,13821,41463,0.0177266478547138,0.0163036924486892,0.903624918602127,0.0466957946477335,0.252958579881657,0.0788381742738589,0.62128452939887,0.035959715497305,3662,3491,505,171,37296,4
"no_tariff",85,0.25,"xgboost","none",NA,0.08,13821,41463,0.0177266478547138,0.0163036924486892,0.95374189036008,0.0962288686605982,0.218934911242604,0.133694670280036,0.792655918617764,0.066455118611001,1538,1390,528,148,39397,1
"no_tariff",85,0.25,"xgboost","smote_20",0.25,0.39,13821,41463,0.0177266478547138,0.0163036924486892,0.958203699684056,0.0494458653026428,0.0857988165680473,0.0627366143861547,0.631900530146295,0.0317138691661885,1173,1115,618,58,39672,2
"no_tariff",85,0.25,"xgboost","smote_10",0.111,0.4,13821,41463,0.0177266478547138,0.0163036924486892,0.947808889853604,0.0724137931034483,0.186390532544379,0.104304635761589,0.607020771643361,0.0369794576926757,1740,1614,550,126,39173,3
"no_tariff",85,0.25,"xgboost","smote_30",0.3,0.47,13821,41463,0.0177266478547138,0.0163036924486892,0.905723174878808,0.0304966598896311,0.155325443786982,0.0509832483612527,0.562190927524622,0.0274071619694784,3443,3338,571,105,37449,4
"full",86,0.25,"xgboost","none",NA,0.1,13821,41463,0.0169307575428695,0.016568989219304,0.966837903673154,0.111738148984199,0.14410480349345,0.125874125874126,0.807649164434141,0.0806745044448547,886,787,588,99,39989,1
"full",86,0.25,"xgboost","smote_30",0.3,0.49,13821,41463,0.0169307575428695,0.016568989219304,0.88341412825893,0.046775956284153,0.311499272197962,0.0813378943367541,0.607949538059177,0.038535683538421,4575,4361,473,214,36415,2
"full",86,0.25,"xgboost","smote_20",0.25,0.47,13821,41463,0.0169307575428695,0.016568989219304,0.0797337385138557,0.0163913267940114,0.924308588064047,0.0322114287163619,0.588653038619915,0.0248051450397795,38740,38105,52,635,2671,3
"full",86,0.25,"xgboost","smote_10",0.111,0.44,13821,41463,0.0169307575428695,0.016568989219304,0.964691411619999,0.0529344073647871,0.0669577874818049,0.0591259640102828,0.54753268755003,0.0271456422011543,869,823,641,46,39953,4
"no_tariff",86,0.25,"xgboost","none",NA,0.09,13821,41463,0.0169307575428695,0.016568989219304,0.955719557195572,0.0827886710239651,0.165938864628821,0.11046511627907,0.784861746170865,0.0673568554583523,1377,1263,573,114,39513,1
"no_tariff",86,0.25,"xgboost","smote_10",0.111,0.49,13821,41463,0.0169307575428695,0.016568989219304,0.439476159467477,0.0211058263971463,0.723435225618632,0.0410150608623891,0.604186496666275,0.0675167355663812,23548,23051,190,497,17725,2
"no_tariff",86,0.25,"xgboost","smote_30",0.3,0.43,13821,41463,0.0169307575428695,0.016568989219304,0.931432843740202,0.0408858603066439,0.139737991266376,0.0632619439868204,0.589526451041926,0.0305070442668226,2348,2252,591,96,38524,3
"no_tariff",86,0.25,"xgboost","smote_20",0.25,0.01,13821,41463,0.0169307575428695,0.016568989219304,0.016568989219304,0.016568989219304,1,0.0325978647686833,0.578902283330749,0.0455870637060261,41463,40776,0,687,0,4
"full",87,0.25,"xgboost","none",NA,0.09,13821,41463,0.0164242818898777,0.0167378144369679,0.952535995948195,0.0916666666666667,0.206051873198847,0.126885536823425,0.803967517699885,0.0737965409385831,1560,1417,551,143,39352,1
"full",87,0.25,"xgboost","smote_30",0.3,0.29,13821,41463,0.0164242818898777,0.0167378144369679,0.927525745845694,0.0398247710075667,0.144092219020173,0.062402496099844,0.657036679490965,0.0288291599982057,2511,2411,594,100,38358,2
"full",87,0.25,"xgboost","smote_20",0.25,0.25,13821,41463,0.0164242818898777,0.0167378144369679,0.866531606492535,0.0349730976172175,0.262247838616715,0.0617158358765683,0.637776817060881,0.0297780169552197,5204,5022,512,182,35747,3
"full",87,0.25,"xgboost","smote_10",0.111,0.5,13821,41463,0.0164242818898777,0.0167378144369679,0.852181462991101,0.0308993612981184,0.257925072046109,0.0551872976722676,0.630444209354695,0.0246757290061675,5793,5614,515,179,35155,4
"no_tariff",87,0.25,"xgboost","none",NA,0.09,13821,41463,0.0164242818898777,0.0167378144369679,0.95721486626631,0.0915279878971256,0.174351585014409,0.120039682539683,0.788888287655415,0.0729851660173589,1322,1201,573,121,39568,1
"no_tariff",87,0.25,"xgboost","smote_10",0.111,0.37,13821,41463,0.0164242818898777,0.0167378144369679,0.360948315365507,0.0200870438567124,0.778097982708934,0.0391630706748377,0.586417637489863,0.0238808850559195,26883,26343,154,540,14426,2
"no_tariff",87,0.25,"xgboost","smote_20",0.25,0.35,13821,41463,0.0164242818898777,0.0167378144369679,0.921689216892169,0.0238716896680343,0.0922190201729107,0.0379259259259259,0.542361217976336,0.0262732423782179,2681,2617,630,64,38152,3
"no_tariff",87,0.25,"xgboost","smote_30",0.3,0.29,13821,41463,0.0164242818898777,0.0167378144369679,0.911535585944095,0.022785622593068,0.102305475504323,0.0372703412073491,0.535587356839968,0.0209272269757426,3116,3045,623,71,37724,4
"full",88,0.25,"xgboost","none",NA,0.09,13821,41463,0.0173648795311483,0.0164242818898777,0.96162843981381,0.104347826086957,0.176211453744493,0.131075914800655,0.811616181910896,0.0810710311284477,1150,1030,561,120,39752,1
"full",88,0.25,"xgboost","smote_20",0.25,0.5,13821,41463,0.0173648795311483,0.0164242818898777,0.0272773315968454,0.0164865985415701,0.992657856093979,0.0324345072449861,0.65371536750219,0.0303817737822721,41003,40327,5,676,455,2
"full",88,0.25,"xgboost","smote_10",0.111,0.01,13821,41463,0.0173648795311483,0.0164242818898777,0.0164242818898777,0.0164242818898777,1,0.0323177676537585,0.618348475267406,0.0298495297446916,41463,40782,0,681,0,3
"full",88,0.25,"xgboost","smote_30",0.3,0.47,13821,41463,0.0173648795311483,0.0164242818898777,0.908303788920242,0.0433128475270705,0.217327459618209,0.0722303562713519,0.604400760290506,0.027459913757977,3417,3269,533,148,37513,4
"no_tariff",88,0.25,"xgboost","none",NA,0.08,13821,41463,0.0173648795311483,0.0164242818898777,0.953066589489424,0.088484059856864,0.199706314243759,0.12263300270514,0.800759019466061,0.0706234322750683,1537,1401,545,136,39381,1
"no_tariff",88,0.25,"xgboost","smote_30",0.3,0.47,13821,41463,0.0173648795311483,0.0164242818898777,0.784554904372573,0.020901068276823,0.26431718061674,0.038738835682772,0.580878966714678,0.0213273132759385,8612,8432,501,180,32350,2
"no_tariff",88,0.25,"xgboost","smote_10",0.111,0.1,13821,41463,0.0173648795311483,0.0164242818898777,0.543014253671948,0.0191123045332491,0.533039647577093,0.036901494358036,0.525547193339378,0.0182655521049951,18993,18630,318,363,22152,3
"no_tariff",88,0.25,"xgboost","smote_20",0.25,0.01,13821,41463,0.0173648795311483,0.0164242818898777,0.0164242818898777,0.0164242818898777,1,0.0323177676537585,0.524038887041741,0.0306640056298963,41463,40782,0,681,0,4
"full",89,0.25,"xgboost","none",NA,0.11,13821,41463,0.0158454525721728,0.0169307575428695,0.965053179943564,0.112953367875648,0.155270655270655,0.130773845230954,0.803771739801278,0.0774052950438767,965,856,593,109,39905,1
"full",89,0.25,"xgboost","smote_20",0.25,0.5,13821,41463,0.0158454525721728,0.0169307575428695,0.650604153100355,0.0266465215301147,0.552706552706553,0.0508419052610889,0.659235798897485,0.0280751816936426,14561,14173,314,388,26588,2
"full",89,0.25,"xgboost","smote_30",0.3,0.5,13821,41463,0.0158454525721728,0.0169307575428695,0.769505342112245,0.0321251188840748,0.433048433048433,0.0598130841121495,0.631671306667013,0.0302013749154426,9463,9159,398,304,31602,3
